#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        8776     1.60052     1.66615  0.00166325
        8777      1.6001     1.66614  0.00166308
        8778     1.59979     1.66613  0.00166291
        8779     1.59959     1.66613  0.00166273
        8780      1.5995     1.66612  0.00166256
        8781     1.59952     1.66611  0.00166239
        8782     1.59964      1.6661  0.00166222
        8783     1.59987      1.6661  0.00166205
        8784     1.60021     1.66609  0.00166187
        8785     1.60064     1.66608   0.0016617
        8786     1.60117     1.66607  0.00166153
        8787      1.6018     1.66607  0.00166136
        8788     1.60252     1.66606  0.00166118
        8789     1.60334     1.66605  0.00166101
        8790     1.60424     1.66605  0.00166083
        8791     1.60522     1.66604  0.00166066
        8792     1.60629     1.66603  0.00166048
        8793     1.60743     1.66603  0.00166031
        8794     1.60865     1.66602  0.00166013
        8795     1.60995     1.66601  0.00165996
        8796     1.61131     1.66601  0.00165978
        8797     1.61274       1.666   0.0016596
        8798     1.61423     1.66599  0.00165942
        8799     1.61578     1.66599  0.00165924
        8800     1.61738     1.66598  0.00165907
        8801     1.61904     1.66598  0.00165889
        8802     1.62074     1.66597  0.00165871
        8803     1.62249     1.66597  0.00165852
        8804     1.62428     1.66596  0.00165834
        8805     1.62611     1.66596  0.00165816
        8806     1.62797     1.66595  0.00165798
        8807     1.62987     1.66595  0.00165779
        8808     1.63179     1.66595  0.00165761
        8809     1.63374     1.66594  0.00165743
        8810     1.63571     1.66594  0.00165724
        8811      1.6377     1.66594  0.00165706
        8812     1.63971     1.66593  0.00165687
        8813     1.64173     1.66593  0.00165669
        8814     1.64376     1.66593   0.0016565
        8815     1.64579     1.66593  0.00165631
        8816     1.64783     1.66592  0.00165613
        8817     1.64987     1.66592  0.00165594
        8818     1.65191     1.66592  0.00165575
        8819     1.65394     1.66592  0.00165557
        8820     1.65597     1.66592  0.00165538
        8821     1.65798     1.66592  0.00165519
        8822     1.65998     1.66592    0.001655
        8823     1.66197     1.66592  0.00165482
        8824     1.66394     1.66592  0.00165463
        8825     1.66588     1.66592  0.00165444
        8826      1.6678     1.66592  0.00165425
        8827     1.66969     1.66592  0.00165407
        8828     1.67155     1.66592  0.00165388
        8829     1.67338     1.66592  0.00165369
        8830     1.67517     1.66592  0.00165351
        8831     1.67692     1.66592  0.00165332
        8832     1.67863     1.66592  0.00165313
        8833      1.6803     1.66592  0.00165295
        8834     1.68192     1.66592  0.00165276
        8835      1.6835     1.66593  0.00165257
        8836     1.68502     1.66593  0.00165239
        8837      1.6865     1.66593   0.0016522
        8838     1.68791     1.66593  0.00165202
        8839     1.68927     1.66594  0.00165183
        8840     1.69057     1.66594  0.00165165
        8841     1.69181     1.66594  0.00165146
        8842     1.69298     1.66594  0.00165128
        8843     1.69409     1.66595   0.0016511
        8844     1.69513     1.66595  0.00165091
        8845      1.6961     1.66595  0.00165073
        8846       1.697     1.66596  0.00165055
        8847     1.69784     1.66596  0.00165036
        8848     1.69859     1.66597  0.00165018
        8849     1.69928     1.66597     0.00165
        8850     1.69989     1.66597  0.00164982
        8851     1.70043     1.66598  0.00164964
        8852     1.70089     1.66598  0.00164945
        8853     1.70127     1.66598  0.00164927
        8854     1.70158     1.66599  0.00164909
        8855     1.70181     1.66599  0.00164891
        8856     1.70197       1.666  0.00164873
        8857     1.70205       1.666  0.00164855
        8858     1.70206     1.66601  0.00164837
        8859     1.70199     1.66601  0.00164819
        8860     1.70185     1.66601    0.001648
        8861     1.70163     1.66602  0.00164782
        8862     1.70135     1.66602  0.00164764
        8863     1.70099     1.66603  0.00164746
        8864     1.70057     1.66603  0.00164728
        8865     1.70009     1.66603   0.0016471
        8866     1.69954     1.66604  0.00164692
        8867     1.69893     1.66604  0.00164674
        8868     1.69826     1.66604  0.00164655
        8869     1.69753     1.66605  0.00164637
        8870     1.69675     1.66605  0.00164619
        8871     1.69592     1.66605  0.00164601
        8872     1.69504     1.66606  0.00164583
        8873     1.69411     1.66606  0.00164564
        8874     1.69314     1.66606  0.00164546
        8875     1.69213     1.66607  0.00164528
        8876     1.69108     1.66607  0.00164509
        8877        1.69     1.66607  0.00164491
        8878     1.68889     1.66607  0.00164473
        8879     1.68775     1.66608  0.00164455
        8880     1.68659     1.66608  0.00164436
        8881      1.6854     1.66608  0.00164418
        8882      1.6842     1.66608  0.00164399
        8883     1.68298     1.66609  0.00164381
        8884     1.68175     1.66609  0.00164363
        8885     1.68052     1.66609  0.00164344
        8886     1.67928     1.66609  0.00164326
        8887     1.67804     1.66609  0.00164307
        8888      1.6768     1.66609  0.00164289
        8889     1.67556     1.66609   0.0016427
        8890     1.67433      1.6661  0.00164252
        8891     1.67311      1.6661  0.00164234
        8892     1.67191      1.6661  0.00164215
        8893     1.67071      1.6661  0.00164197
        8894     1.66954      1.6661  0.00164178
        8895     1.66839      1.6661   0.0016416
        8896     1.66726      1.6661  0.00164141
        8897     1.66615      1.6661  0.00164123
        8898     1.66507      1.6661  0.00164104
        8899     1.66402      1.6661  0.00164086
        8900       1.663      1.6661  0.00164067
        8901     1.66201      1.6661  0.00164049
        8902     1.66105      1.6661  0.00164031
        8903     1.66013      1.6661  0.00164012
        8904     1.65924     1.66609  0.00163994
        8905     1.65839     1.66609  0.00163975
        8906     1.65757     1.66609  0.00163957
        8907     1.65679     1.66609  0.00163939
        8908     1.65605     1.66609   0.0016392
        8909     1.65535     1.66609  0.00163902
        8910     1.65469     1.66609  0.00163884
        8911     1.65406     1.66609  0.00163865
        8912     1.65348     1.66609  0.00163847
        8913     1.65293     1.66608  0.00163829
        8914     1.65243     1.66608   0.0016381
        8915     1.65196     1.66608  0.00163792
        8916     1.65153     1.66608  0.00163774
        8917     1.65114     1.66608  0.00163755
        8918     1.65078     1.66608  0.00163737
        8919     1.65046     1.66607  0.00163719
        8920     1.65018     1.66607  0.00163701
        8921     1.64993     1.66607  0.00163682
        8922     1.64972     1.66607  0.00163664
        8923     1.64954     1.66607  0.00163646
        8924      1.6494     1.66606  0.00163628
        8925     1.64928     1.66606  0.00163609
        8926      1.6492     1.66606  0.00163591
        8927     1.64915     1.66606  0.00163573
        8928     1.64913     1.66606  0.00163555
        8929     1.64914     1.66606  0.00163537
        8930     1.64917     1.66605  0.00163518
        8931     1.64924     1.66605    0.001635
        8932     1.64933     1.66605  0.00163482
        8933     1.64945     1.66605  0.00163464
        8934     1.64959     1.66605  0.00163446
        8935     1.64976     1.66604  0.00163427
        8936     1.64995     1.66604  0.00163409
        8937     1.65017     1.66604  0.00163391
        8938     1.65042     1.66604  0.00163373
        8939     1.65068     1.66604  0.00163355
        8940     1.65097     1.66604  0.00163336
        8941     1.65129     1.66603  0.00163318
        8942     1.65163     1.66603    0.001633
        8943       1.652     1.66603  0.00163282
        8944     1.65239     1.66603  0.00163264
        8945     1.65281     1.66603  0.00163246
        8946     1.65325     1.66603  0.00163227
        8947     1.65372     1.66602  0.00163209
        8948     1.65422     1.66602  0.00163191
        8949     1.65475     1.66602  0.00163173
        8950     1.65531     1.66602  0.00163155
        8951      1.6559     1.66602  0.00163136
        8952     1.65652     1.66602  0.00163118
        8953     1.65717     1.66602    0.001631
        8954     1.65785     1.66602  0.00163082
        8955     1.65858     1.66602  0.00163064
        8956     1.65933     1.66602  0.00163045
        8957     1.66013     1.66601  0.00163027
        8958     1.66096     1.66601  0.00163009
        8959     1.66183     1.66601  0.00162991
        8960     1.66274     1.66601  0.00162973
        8961      1.6637     1.66601  0.00162955
        8962      1.6647     1.66601  0.00162936
        8963     1.66573     1.66601  0.00162918
        8964     1.66682     1.66601    0.001629
        8965     1.66794     1.66601  0.00162882
        8966     1.66911     1.66601  0.00162864
        8967     1.67032     1.66601  0.00162846
        8968     1.67158     1.66601  0.00162827
        8969     1.67288     1.66602  0.00162809
        8970     1.67422     1.66602  0.00162791
        8971     1.67561     1.66602  0.00162773
        8972     1.67704     1.66602  0.00162755
        8973     1.67851     1.66602  0.00162737
        8974     1.68002     1.66602  0.00162719
        8975     1.68158     1.66602  0.00162701
        8976     1.68316     1.66603  0.00162683
        8977     1.68479     1.66603  0.00162665
        8978     1.68645     1.66603  0.00162647
        8979     1.68814     1.66603  0.00162629
        8980     1.68986     1.66603  0.00162611
        8981     1.69162     1.66604  0.00162593
        8982     1.69339     1.66604  0.00162575
        8983     1.69519     1.66604  0.00162557
        8984     1.69702     1.66605   0.0016254
        8985     1.69886     1.66605  0.00162522
        8986     1.70072     1.66605  0.00162504
        8987     1.70259     1.66606  0.00162487
        8988     1.70448     1.66606  0.00162469
        8989     1.70637     1.66607  0.00162452
        8990     1.70827     1.66607  0.00162435
        8991     1.71017     1.66608  0.00162417
        8992     1.71207     1.66608    0.001624
        8993     1.71396     1.66609  0.00162383
        8994     1.71586     1.66609  0.00162366
        8995     1.71774      1.6661  0.00162349
        8996     1.71962     1.66611  0.00162332
        8997     1.72148     1.66611  0.00162315
        8998     1.72332     1.66612  0.00162298
        8999     1.72515     1.66612  0.00162281
        9000     1.72695     1.66613  0.00162265
        9001     1.72874     1.66614  0.00162248
        9002     1.73049     1.66614  0.00162232
        9003     1.73222     1.66615  0.00162215
        9004     1.73392     1.66616  0.00162199
        9005     1.73559     1.66617  0.00162183
        9006     1.73722     1.66618  0.00162167
        9007     1.73882     1.66618  0.00162151
        9008     1.74037     1.66619  0.00162135
        9009     1.74189      1.6662  0.00162119
        9010     1.74337     1.66621  0.00162103
        9011      1.7448     1.66622  0.00162088
        9012     1.74618     1.66623  0.00162072
        9013     1.74752     1.66624  0.00162057
        9014     1.74882     1.66624  0.00162041
        9015     1.75006     1.66625  0.00162026
        9016     1.75126     1.66626  0.00162011
        9017      1.7524     1.66627  0.00161996
        9018      1.7535     1.66628   0.0016198
        9019     1.75454     1.66629  0.00161965
        9020     1.75553      1.6663  0.00161951
        9021     1.75646     1.66631  0.00161936
        9022     1.75735     1.66632  0.00161921
        9023     1.75818     1.66633  0.00161906
        9024     1.75896     1.66634  0.00161891
        9025     1.75968     1.66635  0.00161877
        9026     1.76036     1.66636  0.00161862
        9027     1.76098     1.66637  0.00161848
        9028     1.76156     1.66638  0.00161833
        9029     1.76209      1.6664  0.00161819
        9030     1.76256     1.66641  0.00161804
        9031       1.763     1.66642   0.0016179
        9032     1.76338     1.66643  0.00161776
        9033     1.76373     1.66644  0.00161761
        9034     1.76402     1.66645  0.00161747
        9035     1.76428     1.66646  0.00161733
        9036      1.7645     1.66647  0.00161718
        9037     1.76469     1.66648  0.00161704
        9038     1.76483     1.66649   0.0016169
        9039     1.76495      1.6665  0.00161676
        9040     1.76504     1.66651  0.00161662
        9041      1.7651     1.66652  0.00161647
        9042     1.76513     1.66654  0.00161633
        9043     1.76514     1.66655  0.00161619
        9044     1.76513     1.66656  0.00161605
        9045     1.76511     1.66657  0.00161591
        9046     1.76507     1.66658  0.00161576
        9047     1.76502     1.66659  0.00161562
        9048     1.76496      1.6666  0.00161548
        9049      1.7649     1.66661  0.00161534
        9050     1.76483     1.66662   0.0016152
        9051     1.76476     1.66663  0.00161505
        9052     1.76469     1.66664  0.00161491
        9053     1.76463     1.66666  0.00161477
        9054     1.76457     1.66667  0.00161463
        9055     1.76453     1.66668  0.00161448
        9056     1.76449     1.66669  0.00161434
        9057     1.76447      1.6667   0.0016142
        9058     1.76446     1.66671  0.00161406
        9059     1.76447     1.66672  0.00161392
        9060     1.76449     1.66673  0.00161377
        9061     1.76454     1.66674  0.00161363
        9062     1.76461     1.66675  0.00161349
        9063     1.76469     1.66676  0.00161335
        9064      1.7648     1.66677  0.00161321
        9065     1.76494     1.66678  0.00161307
        9066     1.76509      1.6668  0.00161292
        9067     1.76527     1.66681  0.00161278
        9068     1.76547     1.66682  0.00161264
        9069      1.7657     1.66683   0.0016125
        9070     1.76595     1.66684  0.00161236
        9071     1.76623     1.66685  0.00161222
        9072     1.76652     1.66686  0.00161208
        9073     1.76684     1.66687  0.00161194
        9074     1.76717     1.66688   0.0016118
        9075     1.76753     1.66689  0.00161166
        9076      1.7679     1.66691  0.00161152
        9077     1.76829     1.66692  0.00161138
        9078      1.7687     1.66693  0.00161124
        9079     1.76911     1.66694   0.0016111
        9080     1.76954     1.66695  0.00161097
        9081     1.76998     1.66696  0.00161083
        9082     1.77042     1.66697  0.00161069
        9083     1.77087     1.66698  0.00161056
        9084     1.77132       1.667  0.00161042
        9085     1.77177     1.66701  0.00161028
        9086     1.77222     1.66702  0.00161015
        9087     1.77267     1.66703  0.00161001
        9088     1.77311     1.66704  0.00160988
        9089     1.77353     1.66705  0.00160974
        9090     1.77395     1.66707  0.00160961
        9091     1.77434     1.66708  0.00160948
        9092     1.77472     1.66709  0.00160934
        9093     1.77509      1.6671  0.00160921
        9094     1.77542     1.66711  0.00160908
        9095     1.77574     1.66713  0.00160894
        9096     1.77603     1.66714  0.00160881
        9097     1.77628     1.66715  0.00160868
        9098     1.77651     1.66716  0.00160855
        9099     1.77671     1.66717  0.00160842
        9100     1.77686     1.66719  0.00160828
        9101     1.77699      1.6672  0.00160815
        9102     1.77707     1.66721  0.00160802
        9103     1.77711     1.66722  0.00160789
        9104     1.77711     1.66723  0.00160776
        9105     1.77706     1.66725  0.00160763
        9106     1.77697     1.66726   0.0016075
        9107     1.77683     1.66727  0.00160736
        9108     1.77664     1.66728  0.00160723
        9109     1.77641     1.66729   0.0016071
        9110     1.77612     1.66731  0.00160697
        9111     1.77579     1.66732  0.00160684
        9112      1.7754     1.66733   0.0016067
        9113     1.77496     1.66734  0.00160657
        9114     1.77446     1.66735  0.00160644
        9115     1.77391     1.66736   0.0016063
        9116     1.77331     1.66738  0.00160617
        9117     1.77265     1.66739  0.00160604
        9118     1.77194      1.6674   0.0016059
        9119     1.77118     1.66741  0.00160576
        9120     1.77036     1.66742  0.00160563
        9121     1.76949     1.66743  0.00160549
        9122     1.76856     1.66744  0.00160535
        9123     1.76758     1.66746  0.00160521
        9124     1.76655     1.66747  0.00160508
        9125     1.76547     1.66748  0.00160494
        9126     1.76433     1.66749  0.00160479
        9127     1.76314      1.6675  0.00160465
        9128      1.7619     1.66751  0.00160451
        9129     1.76061     1.66752  0.00160437
        9130     1.75927     1.66753  0.00160422
        9131     1.75789     1.66754  0.00160408
        9132     1.75645     1.66755  0.00160393
        9133     1.75496     1.66756  0.00160378
        9134     1.75343     1.66757  0.00160364
        9135     1.75186     1.66758  0.00160349
        9136     1.75024     1.66759  0.00160334
        9137     1.74857     1.66759  0.00160319
        9138     1.74686      1.6676  0.00160303
        9139     1.74511     1.66761  0.00160288
        9140     1.74332     1.66762  0.00160273
        9141     1.74149     1.66763  0.00160257
        9142     1.73962     1.66764  0.00160242
        9143     1.73771     1.66764  0.00160226
        9144     1.73576     1.66765   0.0016021
        9145     1.73378     1.66766  0.00160194
        9146     1.73176     1.66767  0.00160178
        9147      1.7297     1.66767  0.00160162
        9148     1.72762     1.66768  0.00160146
        9149     1.72549     1.66768   0.0016013
        9150     1.72334     1.66769  0.00160113
        9151     1.72115      1.6677  0.00160097
        9152     1.71894      1.6677  0.00160081
        9153     1.71669     1.66771  0.00160064
        9154     1.71441     1.66771  0.00160047
        9155     1.71211     1.66772  0.00160031
        9156     1.70977     1.66772  0.00160014
        9157     1.70741     1.66773  0.00159997
        9158     1.70502     1.66773   0.0015998
        9159      1.7026     1.66773  0.00159963
        9160     1.70016     1.66774  0.00159946
        9161      1.6977     1.66774  0.00159929
        9162     1.69521     1.66774  0.00159911
        9163      1.6927     1.66775  0.00159894
        9164     1.69017     1.66775  0.00159877
        9165     1.68762     1.66775   0.0015986
        9166     1.68505     1.66775  0.00159842
        9167     1.68246     1.66776  0.00159825
        9168     1.67985     1.66776  0.00159808
        9169     1.67722     1.66776   0.0015979
        9170     1.67458     1.66776  0.00159773
        9171     1.67193     1.66776  0.00159755
        9172     1.66927     1.66776  0.00159738
        9173     1.66659     1.66776  0.00159721
        9174     1.66391     1.66776  0.00159703
        9175     1.66122     1.66776  0.00159686
        9176     1.65852     1.66776  0.00159668
        9177     1.65583     1.66776  0.00159651
        9178     1.65313     1.66775  0.00159634
        9179     1.65044     1.66775  0.00159616
        9180     1.64775     1.66775  0.00159599
        9181     1.64508     1.66775  0.00159582
        9182     1.64241     1.66774  0.00159565
        9183     1.63976     1.66774  0.00159548
        9184     1.63713     1.66774  0.00159531
        9185     1.63452     1.66773  0.00159514
        9186     1.63194     1.66773  0.00159497
        9187     1.62938     1.66773   0.0015948
        9188     1.62687     1.66772  0.00159463
        9189     1.62439     1.66772  0.00159447
        9190     1.62195     1.66771   0.0015943
        9191     1.61956     1.66771  0.00159414
        9192     1.61721      1.6677  0.00159397
        9193     1.61493      1.6677  0.00159381
        9194      1.6127     1.66769  0.00159365
        9195     1.61054     1.66768  0.00159349
        9196     1.60844     1.66768  0.00159333
        9197     1.60642     1.66767  0.00159317
        9198     1.60447     1.66766  0.00159301
        9199     1.60261     1.66766  0.00159285
        9200     1.60083     1.66765  0.00159269
        9201     1.59913     1.66764  0.00159254
        9202     1.59753     1.66763  0.00159238
        9203     1.59602     1.66763  0.00159223
        9204      1.5946     1.66762  0.00159208
        9205     1.59329     1.66761  0.00159192
        9206     1.59208      1.6676  0.00159177
        9207     1.59097     1.66759  0.00159162
        9208     1.58996     1.66759  0.00159147
        9209     1.58906     1.66758  0.00159132
        9210     1.58826     1.66757  0.00159117
        9211     1.58757     1.66756  0.00159102
        9212     1.58697     1.66755  0.00159087
        9213     1.58649     1.66754  0.00159073
        9214      1.5861     1.66753  0.00159058
        9215      1.5858     1.66752  0.00159043
        9216     1.58561     1.66752  0.00159028
        9217     1.58551     1.66751  0.00159013
        9218     1.58549      1.6675  0.00158999
        9219     1.58557     1.66749  0.00158984
        9220     1.58572     1.66748  0.00158969
        9221     1.58595     1.66747  0.00158954
        9222     1.58625     1.66746   0.0015894
        9223     1.58662     1.66745  0.00158925
        9224     1.58705     1.66744   0.0015891
        9225     1.58754     1.66744  0.00158895
        9226     1.58808     1.66743   0.0015888
        9227     1.58866     1.66742  0.00158865
        9228     1.58929     1.66741   0.0015885
        9229     1.58995      1.6674  0.00158835
        9230     1.59063     1.66739   0.0015882
        9231     1.59135     1.66739  0.00158805
        9232     1.59208     1.66738   0.0015879
        9233     1.59282     1.66737  0.00158775
        9234     1.59357     1.66736   0.0015876
        9235     1.59433     1.66735  0.00158744
        9236     1.59508     1.66735  0.00158729
        9237     1.59582     1.66734  0.00158714
        9238     1.59656     1.66733  0.00158699
        9239     1.59728     1.66732  0.00158683
        9240     1.59797     1.66732  0.00158668
        9241     1.59865     1.66731  0.00158652
        9242     1.59929      1.6673  0.00158637
        9243      1.5999     1.66729  0.00158621
        9244     1.60048     1.66729  0.00158606
        9245     1.60102     1.66728   0.0015859
        9246     1.60152     1.66727  0.00158575
        9247     1.60198     1.66726  0.00158559
        9248     1.60238     1.66726  0.00158544
        9249     1.60274     1.66725  0.00158528
        9250     1.60304     1.66724  0.00158512
        9251     1.60329     1.66724  0.00158497
        9252     1.60348     1.66723  0.00158481
        9253     1.60361     1.66722  0.00158466
        9254     1.60368     1.66722   0.0015845
        9255     1.60368     1.66721  0.00158434
        9256     1.60362      1.6672  0.00158419
        9257     1.60349      1.6672  0.00158403
        9258      1.6033     1.66719  0.00158387
        9259     1.60303     1.66718  0.00158372
        9260     1.60268     1.66717  0.00158356
        9261     1.60227     1.66717  0.00158341
        9262     1.60177     1.66716  0.00158325
        9263      1.6012     1.66715   0.0015831
        9264     1.60056     1.66715  0.00158294
        9265     1.59983     1.66714  0.00158279
        9266     1.59903     1.66713  0.00158263
        9267     1.59814     1.66712  0.00158248
        9268     1.59718     1.66712  0.00158233
        9269     1.59613     1.66711  0.00158218
        9270       1.595      1.6671  0.00158202
        9271     1.59379     1.66709  0.00158187
        9272      1.5925     1.66709  0.00158172
        9273     1.59112     1.66708  0.00158157
        9274     1.58967     1.66707  0.00158143
        9275     1.58813     1.66706  0.00158128
        9276     1.58652     1.66705  0.00158113
        9277     1.58483     1.66704  0.00158099
        9278     1.58306     1.66703  0.00158084
        9279     1.58121     1.66702   0.0015807
        9280     1.57929     1.66701  0.00158056
        9281      1.5773     1.66701  0.00158042
        9282     1.57524       1.667  0.00158028
        9283     1.57311     1.66699  0.00158014
        9284     1.57092     1.66697     0.00158
        9285     1.56867     1.66696  0.00157987
        9286     1.56635     1.66695  0.00157973
        9287     1.56399     1.66694   0.0015796
        9288     1.56157     1.66693  0.00157947
        9289      1.5591     1.66692  0.00157935
        9290     1.55659     1.66691  0.00157922
        9291     1.55404      1.6669   0.0015791
        9292     1.55145     1.66688  0.00157898
        9293     1.54883     1.66687  0.00157886
        9294     1.54619     1.66686  0.00157874
        9295     1.54352     1.66684  0.00157863
        9296     1.54084     1.66683  0.00157852
        9297     1.53815     1.66682  0.00157841
        9298     1.53545      1.6668   0.0015783
        9299     1.53275     1.66679   0.0015782
        9300     1.53005     1.66677  0.00157809
        9301     1.52736     1.66676    0.001578
        9302     1.52468     1.66674   0.0015779
        9303     1.52202     1.66673  0.00157781
        9304     1.51937     1.66671  0.00157772
        9305     1.51676      1.6667  0.00157763
        9306     1.51417     1.66668  0.00157755
        9307     1.51162     1.66666  0.00157746
        9308     1.50911     1.66665  0.00157739
        9309     1.50664     1.66663  0.00157731
        9310     1.50421     1.66661  0.00157724
        9311     1.50183     1.66659  0.00157717
        9312     1.49951     1.66658   0.0015771
        9313     1.49724     1.66656  0.00157704
        9314     1.49502     1.66654  0.00157697
        9315     1.49287     1.66652  0.00157691
        9316     1.49077      1.6665  0.00157686
        9317     1.48874     1.66648   0.0015768
        9318     1.48678     1.66646  0.00157675
        9319     1.48489     1.66644   0.0015767
        9320     1.48306     1.66642  0.00157666
        9321      1.4813      1.6664  0.00157661
        9322     1.47961     1.66638  0.00157657
        9323     1.47799     1.66636  0.00157653
        9324     1.47644     1.66634  0.00157649
        9325     1.47496     1.66632  0.00157646
        9326     1.47355      1.6663  0.00157643
        9327     1.47221     1.66628  0.00157639
        9328     1.47094     1.66626  0.00157636
        9329     1.46975     1.66624  0.00157634
        9330     1.46862     1.66622  0.00157631
        9331     1.46756      1.6662  0.00157628
        9332     1.46657     1.66618  0.00157626
        9333     1.46566     1.66615  0.00157624
        9334      1.4648     1.66613  0.00157622
        9335     1.46402     1.66611   0.0015762
        9336     1.46331     1.66609  0.00157618
        9337     1.46266     1.66607  0.00157616
        9338     1.46208     1.66605  0.00157614
        9339     1.46157     1.66602  0.00157612
        9340     1.46112       1.666  0.00157611
        9341     1.46073     1.66598  0.00157609
        9342     1.46041     1.66596  0.00157608
        9343     1.46016     1.66594  0.00157606
        9344     1.45997     1.66591  0.00157605
        9345     1.45985     1.66589  0.00157603
        9346     1.45979     1.66587  0.00157602
        9347     1.45979     1.66585  0.00157601
        9348     1.45986     1.66583  0.00157599
        9349        1.46      1.6658  0.00157598
        9350      1.4602     1.66578  0.00157596
        9351     1.46046     1.66576  0.00157595
        9352     1.46079     1.66574  0.00157593
        9353     1.46118     1.66572  0.00157591
        9354     1.46164     1.66569  0.00157589
        9355     1.46216     1.66567  0.00157588
        9356     1.46274     1.66565  0.00157586
        9357     1.46339     1.66563  0.00157584
        9358      1.4641     1.66561  0.00157582
        9359     1.46488     1.66559  0.00157579
        9360     1.46571     1.66556  0.00157577
        9361     1.46661     1.66554  0.00157575
        9362     1.46758     1.66552  0.00157572
        9363      1.4686      1.6655  0.00157569
        9364     1.46968     1.66548  0.00157566
        9365     1.47083     1.66546  0.00157563
        9366     1.47203     1.66544   0.0015756
        9367     1.47329     1.66542  0.00157556
        9368     1.47461      1.6654  0.00157553
        9369     1.47599     1.66538  0.00157549
        9370     1.47742     1.66536  0.00157545
        9371     1.47891     1.66534   0.0015754
        9372     1.48045     1.66532  0.00157536
        9373     1.48204      1.6653  0.00157531
        9374     1.48368     1.66528  0.00157526
        9375     1.48537     1.66526  0.00157521
        9376     1.48711     1.66524  0.00157516
        9377      1.4889     1.66522   0.0015751
        9378     1.49073      1.6652  0.00157505
        9379      1.4926     1.66518  0.00157499
        9380     1.49452     1.66517  0.00157492
        9381     1.49648     1.66515  0.00157486
        9382     1.49847     1.66513  0.00157479
        9383      1.5005     1.66511  0.00157472
        9384     1.50257      1.6651  0.00157465
        9385     1.50466     1.66508  0.00157457
        9386      1.5068     1.66506  0.00157449
        9387     1.50896     1.66505  0.00157441
        9388     1.51114     1.66503  0.00157433
        9389     1.51336     1.66501  0.00157425
        9390      1.5156       1.665  0.00157416
        9391     1.51787     1.66498  0.00157407
        9392     1.52016     1.66497  0.00157398
        9393     1.52246     1.66495  0.00157388
        9394     1.52479     1.66494  0.00157379
        9395     1.52714     1.66492  0.00157369
        9396      1.5295     1.66491  0.00157359
        9397     1.53188     1.66489  0.00157348
        9398     1.53427     1.66488  0.00157338
        9399     1.53667     1.66486  0.00157327
        9400     1.53909     1.66485  0.00157316
        9401     1.54152     1.66484  0.00157305
        9402     1.54396     1.66483  0.00157293
        9403      1.5464     1.66481  0.00157281
        9404     1.54885      1.6648  0.00157269
        9405     1.55131     1.66479  0.00157257
        9406     1.55378     1.66478  0.00157245
        9407     1.55624     1.66477  0.00157233
        9408     1.55871     1.66475   0.0015722
        9409     1.56119     1.66474  0.00157207
        9410     1.56366     1.66473  0.00157194
        9411     1.56613     1.66472  0.00157181
        9412     1.56861     1.66471  0.00157167
        9413     1.57108      1.6647  0.00157154
        9414     1.57355     1.66469   0.0015714
        9415     1.57602     1.66468  0.00157126
        9416     1.57848     1.66467  0.00157112
        9417     1.58094     1.66466  0.00157098
        9418      1.5834     1.66466  0.00157084
        9419     1.58584     1.66465  0.00157069
        9420     1.58828     1.66464  0.00157055
        9421     1.59072     1.66463   0.0015704
        9422     1.59314     1.66462  0.00157025
        9423     1.59555     1.66462   0.0015701
        9424     1.59796     1.66461  0.00156995
        9425     1.60035      1.6646   0.0015698
        9426     1.60272      1.6646  0.00156965
        9427     1.60509     1.66459  0.00156949
        9428     1.60744     1.66458  0.00156934
        9429     1.60977     1.66458  0.00156918
        9430     1.61209     1.66457  0.00156903
        9431     1.61438     1.66457  0.00156887
        9432     1.61666     1.66456  0.00156871
        9433     1.61892     1.66456  0.00156855
        9434     1.62116     1.66455  0.00156839
        9435     1.62337     1.66455  0.00156823
        9436     1.62556     1.66454  0.00156807
        9437     1.62772     1.66454  0.00156791
        9438     1.62985     1.66454  0.00156775
        9439     1.63196     1.66453  0.00156759
        9440     1.63403     1.66453  0.00156742
        9441     1.63608     1.66453  0.00156726
        9442     1.63809     1.66452   0.0015671
        9443     1.64007     1.66452  0.00156693
        9444     1.64201     1.66452  0.00156677
        9445     1.64392     1.66452  0.00156661
        9446     1.64579     1.66451  0.00156644
        9447     1.64762     1.66451  0.00156628
        9448     1.64941     1.66451  0.00156611
        9449     1.65116     1.66451  0.00156595
        9450     1.65287     1.66451  0.00156578
        9451     1.65454     1.66451  0.00156562
        9452     1.65616     1.66451  0.00156545
        9453     1.65773     1.66451  0.00156528
        9454     1.65926     1.66451  0.00156512
        9455     1.66075     1.66451  0.00156495
        9456     1.66218      1.6645  0.00156479
        9457     1.66357      1.6645  0.00156462
        9458     1.66491      1.6645  0.00156446
        9459      1.6662     1.66451  0.00156429
        9460     1.66744     1.66451  0.00156413
        9461     1.66864     1.66451  0.00156396
        9462     1.66978     1.66451   0.0015638
        9463     1.67087     1.66451  0.00156363
        9464     1.67191     1.66451  0.00156347
        9465     1.67291     1.66451   0.0015633
        9466     1.67385     1.66451  0.00156314
        9467     1.67474     1.66451  0.00156297
        9468     1.67559     1.66451  0.00156281
        9469     1.67638     1.66451  0.00156264
        9470     1.67713     1.66451  0.00156248
        9471     1.67783     1.66452  0.00156231
        9472     1.67849     1.66452  0.00156215
        9473      1.6791     1.66452  0.00156198
        9474     1.67966     1.66452  0.00156182
