#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        2112     2.37398     1.71515   0.0299086
        2113     2.37127     1.71546   0.0298961
        2114     2.36865     1.71577   0.0298835
        2115     2.36517     1.71607    0.029871
        2116     2.36156     1.71638   0.0298584
        2117     2.35759     1.71668   0.0298458
        2118     2.35327     1.71698   0.0298333
        2119     2.34862     1.71728   0.0298207
        2120     2.34364     1.71757   0.0298081
        2121     2.33858     1.71787   0.0297954
        2122     2.33298     1.71816   0.0297828
        2123      2.3271     1.71844   0.0297702
        2124     2.32118     1.71873   0.0297575
        2125     2.31452     1.71901   0.0297448
        2126     2.30762     1.71929   0.0297321
        2127      2.3012     1.71956   0.0297194
        2128     2.29432     1.71983   0.0297067
        2129     2.28675      1.7201   0.0296939
        2130     2.27875     1.72036   0.0296811
        2131     2.27106     1.72062   0.0296683
        2132     2.26416     1.72087   0.0296555
        2133     2.25663     1.72112   0.0296427
        2134     2.24751     1.72137   0.0296298
        2135     2.23948     1.72161   0.0296169
        2136     2.23085     1.72185    0.029604
        2137     2.22236     1.72208   0.0295911
        2138     2.21378     1.72231   0.0295781
        2139     2.20489     1.72254   0.0295652
        2140     2.19594     1.72276   0.0295522
        2141     2.18742     1.72298   0.0295392
        2142     2.17861     1.72319   0.0295261
        2143     2.16954      1.7234   0.0295131
        2144     2.16068      1.7236      0.0295
        2145     2.15229      1.7238    0.029487
        2146     2.14319       1.724   0.0294739
        2147     2.13433     1.72419   0.0294608
        2148     2.12549     1.72438   0.0294476
        2149     2.11667     1.72456   0.0294345
        2150     2.10765     1.72474   0.0294213
        2151     2.09915     1.72491   0.0294082
        2152     2.09021     1.72508    0.029395
        2153     2.08133     1.72525   0.0293818
        2154     2.07203     1.72541   0.0293686
        2155     2.06303     1.72556   0.0293554
        2156      2.0541     1.72572   0.0293422
        2157     2.04573     1.72586    0.029329
        2158     2.03696     1.72601   0.0293157
        2159     2.02875     1.72615   0.0293025
        2160     2.02088     1.72629   0.0292892
        2161     2.01261     1.72642    0.029276
        2162     2.00469     1.72655   0.0292627
        2163     1.99686     1.72667   0.0292495
        2164     1.98913     1.72679   0.0292362
        2165     1.98151     1.72691   0.0292229
        2166     1.97375     1.72702   0.0292097
        2167     1.96611     1.72713   0.0291964
        2168     1.95977     1.72724   0.0291831
        2169     1.95283     1.72735   0.0291698
        2170     1.94552     1.72745   0.0291566
        2171     1.93857     1.72754   0.0291433
        2172     1.93197     1.72764     0.02913
        2173     1.92477     1.72773   0.0291168
        2174     1.91816     1.72782   0.0291035
        2175     1.91144      1.7279   0.0290903
        2176     1.90507     1.72798    0.029077
        2177     1.89859     1.72806   0.0290638
        2178      1.8927     1.72814   0.0290505
        2179     1.88645     1.72821   0.0290373
        2180     1.88033     1.72828    0.029024
        2181     1.87432     1.72835   0.0290108
        2182     1.86843     1.72841   0.0289976
        2183     1.86314     1.72847   0.0289844
        2184     1.85798     1.72853   0.0289712
        2185     1.85245     1.72859   0.0289579
        2186     1.84752     1.72864   0.0289448
        2187     1.84271     1.72869   0.0289316
        2188     1.83802     1.72874   0.0289184
        2189     1.83345     1.72879   0.0289052
        2190     1.82876     1.72884    0.028892
        2191     1.82419     1.72888   0.0288789
        2192     1.81997     1.72892   0.0288658
        2193      1.8154     1.72896   0.0288526
        2194      1.8107       1.729   0.0288395
        2195     1.80612     1.72903   0.0288264
        2196     1.80214     1.72907   0.0288133
        2197     1.79827      1.7291   0.0288002
        2198     1.79477     1.72913   0.0287871
        2199     1.79067     1.72916    0.028774
        2200     1.78668     1.72918   0.0287609
        2201     1.78378     1.72921   0.0287479
        2202     1.78099     1.72923   0.0287348
        2203     1.77785     1.72925   0.0287218
        2204     1.77531     1.72927   0.0287088
        2205     1.77266     1.72929   0.0286958
        2206     1.76989     1.72931   0.0286828
        2207     1.76701     1.72933   0.0286698
        2208     1.76473     1.72935   0.0286568
        2209     1.76259     1.72936   0.0286438
        2210     1.76058     1.72937   0.0286309
        2211     1.75918     1.72939   0.0286179
        2212     1.75768      1.7294    0.028605
        2213     1.75559     1.72941   0.0285921
        2214     1.75388     1.72942   0.0285791
        2215     1.75231     1.72943   0.0285662
        2216     1.75064     1.72944   0.0285534
        2217     1.74985     1.72945   0.0285405
        2218     1.74848     1.72946   0.0285276
        2219      1.7475     1.72947   0.0285148
        2220     1.74667     1.72948   0.0285019
        2221     1.74552     1.72948   0.0284891
        2222     1.74477     1.72949   0.0284763
        2223     1.74419      1.7295   0.0284634
        2224     1.74376      1.7295   0.0284507
        2225     1.74375     1.72951   0.0284379
        2226      1.7439     1.72952   0.0284251
        2227     1.74422     1.72952   0.0284123
        2228     1.74423     1.72953   0.0283996
        2229     1.74491     1.72954   0.0283868
        2230     1.74576     1.72954   0.0283741
        2231     1.74655     1.72955   0.0283614
        2232     1.74752     1.72956   0.0283487
        2233     1.74964     1.72957    0.028336
        2234     1.75146     1.72958   0.0283233
        2235     1.75298     1.72959   0.0283106
        2236     1.75517      1.7296    0.028298
        2237     1.75731     1.72961   0.0282853
        2238      1.7594     1.72963   0.0282727
        2239     1.76191     1.72964   0.0282601
        2240     1.76509     1.72966   0.0282475
        2241     1.76821     1.72967   0.0282349
        2242     1.77128     1.72969   0.0282223
        2243     1.77478     1.72971   0.0282097
        2244     1.77797     1.72973   0.0281971
        2245     1.78159     1.72976   0.0281846
        2246     1.78514     1.72978    0.028172
        2247      1.7891     1.72981   0.0281595
        2248       1.793     1.72984    0.028147
        2249     1.79731     1.72987   0.0281345
        2250     1.80177      1.7299    0.028122
        2251     1.80688     1.72993   0.0281096
        2252     1.81143     1.72997   0.0280971
        2253     1.81588     1.73001   0.0280846
        2254      1.8212     1.73005   0.0280722
        2255     1.82594     1.73009   0.0280598
        2256     1.83178     1.73014   0.0280474
        2257     1.83798     1.73018    0.028035
        2258     1.84407     1.73023   0.0280226
        2259     1.84955     1.73029   0.0280103
        2260     1.85538     1.73034   0.0279979
        2261     1.86156      1.7304   0.0279856
        2262     1.86736     1.73046   0.0279733
        2263     1.87396     1.73052    0.027961
        2264     1.87994     1.73059   0.0279488
        2265     1.88671     1.73066   0.0279365
        2266     1.89331     1.73073   0.0279243
        2267     1.89973     1.73081    0.027912
        2268     1.90646     1.73088   0.0278998
        2269       1.913     1.73096   0.0278877
        2270     1.91982     1.73105   0.0278755
        2271     1.92596     1.73113   0.0278634
        2272     1.93214     1.73122   0.0278512
        2273     1.93883     1.73131   0.0278391
        2274     1.94506     1.73141   0.0278271
        2275     1.95106      1.7315    0.027815
        2276      1.9578      1.7316   0.0278029
        2277     1.96407      1.7317   0.0277909
        2278     1.97106     1.73181   0.0277789
        2279     1.97901     1.73192   0.0277669
        2280     1.98599     1.73203    0.027755
        2281     1.99248     1.73214   0.0277431
        2282      1.9992     1.73226   0.0277311
        2283     2.00614     1.73238   0.0277193
        2284     2.01282      1.7325   0.0277074
        2285     2.01948     1.73263   0.0276956
        2286     2.02611     1.73276   0.0276837
        2287     2.03271     1.73289   0.0276719
        2288     2.03952     1.73302   0.0276602
        2289     2.04629     1.73316   0.0276484
        2290     2.05327      1.7333   0.0276367
        2291     2.06021     1.73344    0.027625
        2292     2.06662     1.73359   0.0276133
        2293     2.07276     1.73373   0.0276017
        2294     2.07885     1.73388   0.0275901
        2295     2.08513     1.73404   0.0275785
        2296     2.09113     1.73419   0.0275669
        2297     2.09755     1.73435   0.0275554
        2298     2.10393     1.73451   0.0275438
        2299     2.11073     1.73468   0.0275323
        2300     2.11676     1.73484   0.0275209
        2301     2.12225     1.73501   0.0275094
        2302     2.12792     1.73518    0.027498
        2303     2.13377     1.73535   0.0274866
        2304     2.13931     1.73553   0.0274752
        2305     2.14503     1.73571   0.0274639
        2306     2.15069     1.73589   0.0274526
        2307     2.15604     1.73607   0.0274413
        2308     2.16179     1.73625     0.02743
        2309     2.16674     1.73644   0.0274188
        2310     2.17235     1.73663   0.0274075
        2311     2.17786     1.73682   0.0273963
        2312     2.18282     1.73701   0.0273852
        2313     2.18792     1.73721    0.027374
        2314     2.19245      1.7374   0.0273629
        2315     2.19737      1.7376   0.0273518
        2316     2.20243      1.7378   0.0273407
        2317     2.20714     1.73801   0.0273297
        2318     2.21198     1.73821   0.0273187
        2319     2.21671     1.73842   0.0273077
        2320     2.22132     1.73863   0.0272967
        2321     2.22509     1.73884   0.0272857
        2322     2.22897     1.73905   0.0272748
        2323     2.23295     1.73926   0.0272639
        2324     2.23727     1.73947    0.027253
        2325     2.24073     1.73969   0.0272421
        2326     2.24452     1.73991   0.0272313
        2327      2.2479     1.74012   0.0272204
